experiment,fold,strategy,params,risk_fraction,direction_mode,session_preset,cooldown_bars_after_stop,minimum_stop_distance_to_cost,cost_multiplier,total_return_pct,max_drawdown_pct,trade_count
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,all,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,all,0,1.5,1.0,-0.020433603096425834,1.084149271571977,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,all,0,1.5,1.5,-0.13014020056300035,1.139037119907249,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,3.155445678096136,1.8848193750693465,8
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,2.930675427744922,1.9669938237986573,8
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,1.3787199694248686,1.4717507434902743,11
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,1.026610167752695,1.593862480128394,11
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,-3.6606411846259013,3.7937961691294486,6
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,-3.185793617723498,3.276820289065774,5
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,1.2395944780137613,0.6762230733927899,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,1.2202950972180604,0.6857550779190702,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,1.2395944780137613,0.6762230733927899,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,1.2202950972180604,0.6857550779190702,1
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=both|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,1.5,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.0,2.2463757718516053,2.174364263240358,5
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.5,2.0800673155254135,2.2959398309636336,5
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.0,0.8860964043314823,1.2358894626616879,7
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",2,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.5,0.7308688436945321,1.3014884662528647,7
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.0,-3.325611208441659,3.4335461502578823,7
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime=none",3,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.5,-2.8596685865001414,2.9586767094621824,6
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.0,0.0,0.0,0
"pullback_in_trend|{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}|risk=0.005|dir=long_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,pullback_in_trend,"{'fast_length': 20, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,1.5,0.0,0.0,0
