experiment,fold,strategy,params,risk_fraction,direction_mode,session_preset,cooldown_bars_after_stop,minimum_stop_distance_to_cost,cost_multiplier,total_return_pct,max_drawdown_pct,trade_count
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=all|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,all,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,-0.0730219857420944,0.22851165981513377,1
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,-0.0977747021493558,0.24089852806958856,1
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,-0.6721907617396217,0.9735925487735053,2
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,-0.71026144616958,1.0038724904714025,2
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,1.063977346578282,0.9440829525629635,6
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime=none",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.8931460229546495,1.012793294503389,6
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",1,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",2,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.5,0.0,0.0,0
"compression_breakout|{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}|risk=0.005|dir=short_only|session=europe_us|cooldown=0|cost_buffer=1.5|regime={'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",3,compression_breakout,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'exit_style': 'time_stop_trail', 'max_hold_bars': 3}",0.005,short_only,europe_us,0,1.5,1.0,0.0,0.0,0
