strategy,strategy_params,risk_fraction,direction_mode,session_preset,cooldown_bars_after_stop,minimum_stop_distance_to_cost,regime_filter,validation_median_return_pct,validation_median_drawdown_pct,validation_total_trades,validation_positive_folds,cost_robust_positive_folds,stability_ratio,cost_robustness_ratio,selection_score,meets_minimum_validation_trades
pullback_in_trend,"{'fast_length': 50, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.3671105077180603,0.3671105077180603,3,0,0,0.0,0.0,"(0.0, 0.0, -0.3671105077180603, -0.3671105077180603, 3)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4}",0.005,short_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.41889222129175563,0.41889222129175563,2,0,0,0.0,0.0,"(0.0, 0.0, -0.41889222129175563, -0.41889222129175563, 2)",False
compression_breakout_retest,"{'lookback': 24, 'bandwidth_window': 100, 'compression_quantile': 0.25, 'volume_multiplier': 1.0, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'exit_style': 'profit_trail', 'profit_take_r': 1.0, 'reduced_exposure': 0.5, 'post_take_trailing_atr': 0.5}",0.005,short_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.41889222129175563,0.41889222129175563,2,0,0,0.0,0.0,"(0.0, 0.0, -0.41889222129175563, -0.41889222129175563, 2)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 0.75, 'retest_window_bars': 3}",0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.4879951800925597,0.6311043650354509,2,0,0,0.0,0.0,"(0.0, 0.0, -0.4879951800925597, -0.6311043650354509, 2)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 100, 'compression_quantile': 0.2, 'volume_multiplier': 1.25, 'atr_length': 14, 'retest_atr_buffer': 1.0, 'retest_window_bars': 4, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.4879951800925597,0.6311043650354509,2,0,0,0.0,0.0,"(0.0, 0.0, -0.4879951800925597, -0.6311043650354509, 2)",False
compression_breakout_retest,"{'lookback': 48, 'bandwidth_window': 120, 'compression_quantile': 0.25, 'volume_multiplier': 1.1, 'atr_length': 14, 'retest_atr_buffer': 1.25, 'retest_window_bars': 5, 'funding_window': 72, 'max_adverse_funding_z': 0.75}",0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.4879951800925597,0.6311043650354509,2,0,0,0.0,0.0,"(0.0, 0.0, -0.4879951800925597, -0.6311043650354509, 2)",False
pullback_in_trend,"{'fast_length': 50, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.5514423076923181,1.1654113421009527,3,0,0,0.0,0.0,"(0.0, 0.0, -0.5514423076923181, -1.1654113421009527, 3)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,long_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.572185544856485,1.0723507688144118,5,0,0,0.0,0.0,"(0.0, 0.0, -0.572185544856485, -1.0723507688144118, 5)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,long_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.572185544856485,1.0723507688144118,3,0,0,0.0,0.0,"(0.0, 0.0, -0.572185544856485, -1.0723507688144118, 3)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.5859532135799039,1.7910174862560635,3,0,0,0.0,0.0,"(0.0, 0.0, -0.5859532135799039, -1.7910174862560635, 3)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.6132351846373618,0.745739350373853,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6132351846373618, -0.745739350373853, 4)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.6132351846373618,0.745739350373853,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6132351846373618, -0.745739350373853, 4)",False
breakout,{'lookback': 50},0.005,both,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.6492822318700742,0.6492822318700742,5,0,0,0.0,0.0,"(0.0, 0.0, -0.6492822318700742, -0.6492822318700742, 5)",False
breakout,{'lookback': 50},0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.6492822318700742,0.6492822318700742,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6492822318700742, -0.6492822318700742, 4)",False
breakout,{'lookback': 100},0.005,both,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.6492822318700742,0.6492822318700742,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6492822318700742, -0.6492822318700742, 4)",False
breakout,{'lookback': 100},0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-0.6492822318700742,0.6492822318700742,3,0,0,0.0,0.0,"(0.0, 0.0, -0.6492822318700742, -0.6492822318700742, 3)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,both,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",-0.6580333297858898,1.0036173546200566,2,0,0,0.0,0.0,"(0.0, 0.0, -0.6580333297858898, -1.0036173546200566, 2)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,long_only,europe_us,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",-0.6580333297858898,1.0036173546200566,2,0,0,0.0,0.0,"(0.0, 0.0, -0.6580333297858898, -1.0036173546200566, 2)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,long_only,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",-0.6598156706835057,1.4448273214166862,3,0,0,0.0,0.0,"(0.0, 0.0, -0.6598156706835057, -1.4448273214166862, 3)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,both,all,0,1.5,"{'label': 'stacked_trend', 'min_adx': 25.0, 'min_abs_slope': 0.5, 'min_atr_percentile': 0.3, 'max_atr_percentile': 0.7, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': True, 'max_distance_from_ema50_atr': 1.75, 'min_volume_ratio': 1.0}",-0.6598156706835057,2.0455349623268004,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6598156706835057, -2.0455349623268004, 4)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.6956761846542148,2.5008166552262123,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6956761846542148, -2.5008166552262123, 4)",False
volatility_scaled_momentum,"{'lookback': 24, 'atr_length': 14, 'atr_multiplier': 2.0}",0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-0.6956761846542148,2.5008166552262123,4,0,0,0.0,0.0,"(0.0, 0.0, -0.6956761846542148, -2.5008166552262123, 4)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-1.0487684971036582,1.5211619193036152,6,0,0,0.0,0.0,"(0.0, 0.0, -1.0487684971036582, -1.5211619193036152, 6)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-1.098530491535188,3.2047558995415892,10,0,0,0.0,0.0,"(0.0, 0.0, -1.098530491535188, -3.2047558995415892, 10)",False
volatility_scaled_momentum,"{'lookback': 48, 'atr_length': 14, 'atr_multiplier': 2.5}",0.005,both,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-1.1547860188486525,2.352955087950337,6,0,0,0.0,0.0,"(0.0, 0.0, -1.1547860188486525, -2.352955087950337, 6)",False
breakout,{'lookback': 50},0.005,long_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-1.2105196342857338,1.8603839133704003,4,0,0,0.0,0.0,"(0.0, 0.0, -1.2105196342857338, -1.8603839133704003, 4)",False
breakout,{'lookback': 20},0.005,short_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-1.4566214575945535,1.4566214575945535,5,0,0,0.0,0.0,"(0.0, 0.0, -1.4566214575945535, -1.4566214575945535, 5)",False
pullback_in_trend,"{'fast_length': 50, 'slow_length': 200, 'rsi_length': 14, 'recovery_level': 45, 'invalidation_window': 10}",0.005,short_only,europe_us,0,1.5,,-1.6332287245557464,2.679529619914567,15,0,0,0.0,0.0,"(0.0, 0.0, -1.6332287245557464, -2.679529619914567, 15)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.115375930840635,3.3566746712351048,7,0,0,0.0,0.0,"(0.0, 0.0, -2.115375930840635, -3.3566746712351048, 7)",False
breakout,{'lookback': 100},0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.177094281073333,2.177094281073333,4,0,0,0.0,0.0,"(0.0, 0.0, -2.177094281073333, -2.177094281073333, 4)",False
breakout,"{'lookback': 100, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.177094281073333,2.177094281073333,3,0,0,0.0,0.0,"(0.0, 0.0, -2.177094281073333, -2.177094281073333, 3)",False
breakout,{'lookback': 20},0.005,both,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,{'lookback': 20},0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,{'lookback': 20},0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,{'lookback': 20},0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,long_only,all,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,long_only,europe_us,0,1.5,"{'label': 'quiet_trend', 'min_adx': 18.0, 'min_abs_slope': 0.3, 'min_atr_percentile': 0.1, 'max_atr_percentile': 0.6, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 1.5, 'min_volume_ratio': 0.8}",-2.19802556675055,2.564430560514064,2,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -2.564430560514064, 2)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,long_only,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.19802556675055,3.2543779467865575,4,0,0,0.0,0.0,"(0.0, 0.0, -2.19802556675055, -3.2543779467865575, 4)",False
breakout,"{'lookback': 100, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.4478518044481534,2.4478518044481534,5,0,0,0.0,0.0,"(0.0, 0.0, -2.4478518044481534, -2.4478518044481534, 5)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,long_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-2.947267086588534,5.520391317669371,7,0,0,0.0,0.0,"(0.0, 0.0, -2.947267086588534, -5.520391317669371, 7)",False
breakout,{'lookback': 100},0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-3.0812405694894407,3.0812405694894407,6,0,0,0.0,0.0,"(0.0, 0.0, -3.0812405694894407, -3.0812405694894407, 6)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,europe_us,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-3.1277594612218684,3.460256991031463,7,0,0,0.0,0.0,"(0.0, 0.0, -3.1277594612218684, -3.460256991031463, 7)",False
breakout,{'lookback': 50},0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-3.614347110303795,3.614347110303795,7,0,0,0.0,0.0,"(0.0, 0.0, -3.614347110303795, -3.614347110303795, 7)",False
breakout,{'lookback': 50},0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-4.5462309576424165,4.5462309576424165,11,0,0,0.0,0.0,"(0.0, 0.0, -4.5462309576424165, -4.5462309576424165, 11)",False
breakout,{'lookback': 20},0.005,short_only,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-5.307359699698367,5.307359699698367,11,0,0,0.0,0.0,"(0.0, 0.0, -5.307359699698367, -5.307359699698367, 11)",False
breakout,"{'lookback': 20, 'funding_window': 72, 'max_adverse_funding_z': 1.0}",0.005,both,all,0,1.5,"{'label': 'trend_quality', 'min_adx': 20.0, 'min_abs_slope': 0.35, 'min_atr_percentile': 0.15, 'max_atr_percentile': 0.85, 'require_trend_alignment': True, 'require_price_above_ema200': True, 'require_ema_stack': False, 'max_distance_from_ema50_atr': 2.5, 'min_volume_ratio': 0.9}",-6.324822898804894,9.078271875608978,14,0,0,0.0,0.0,"(0.0, 0.0, -6.324822898804894, -9.078271875608978, 14)",False
